+-----+----------------------------------------------------+------------+------------+-------------+--------+----------------+------------+-----------+-----------------+------------------+-----------------------+----------------+----------------+---------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns   | end_ns     | duration_ns | stream | category       | grid       | block     | regs_per_thread | shared_mem_bytes | comm_algorithm        | comm_size_hint | transfer_bytes | transfer_kind | full_name                                                                                                                                                                                                |
| 615 | cross_device_reduce_1stage                         | 4481915528 | 4481922440 | 6912        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 616 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481922024 | 4481924968 | 2944        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 617 | router_gemm_kernel_float_output                    | 4481924584 | 4481927496 | 2912        | 3488   | compute_kernel | (384,1,1)  | (128,1,1) | 64              | 16               |                       |                |                |               | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 618 | cvt_fp16_to_fp4                                    | 4481925160 | 4481927272 | 2112        | 7      | compute_kernel | (1,1,1)    | (512,1,1) | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 619 | device_kernel                                      | 4481927048 | 4481938024 | 10976       | 7      | compute_kernel | (1,4,1)    | (256,1,1) | 109             | 201728           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass:... |
| 620 | quantize_with_block_size                           | 4481927432 | 4481931688 | 4256        | 3488   | compute_kernel | (1,1,1)    | (512,1,1) | 30              | 0                |                       |                |                |               | void tensorrt_llm::kernels::quantize_with_block_size<(tensorrt_llm::BlockScaleQuantizationType)0, __nv_bfloat16, (int)16, (bool)0>(int, int, int, int, const T2 *, const float *, unsigned int *, uns... |
| 621 | routingIndicesBlockKernel                          | 4481930568 | 4481937960 | 7392        | 3488   | compute_kernel | (1,1,1)    | (384,1,1) | 40              | 4768             |                       |                |                |               | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev:... |
| 622 | act_and_mul_kernel                                 | 4481937000 | 4481940328 | 3328        | 7      | compute_kernel | (1,1,1)    | (256,1,1) | 32              | 0                |                       |                |                |               | void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)                                                                           |
| 623 | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 4481937512 | 4481946888 | 9376        | 3488   | compute_kernel | (4,8,1)    | (512,1,1) | 128             | 202480           |                       |                |                |               | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                             |
| 624 | cvt_fp16_to_fp4                                    | 4481940520 | 4481942440 | 1920        | 7      | compute_kernel | (1,1,1)    | (32,1,1)  | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 625 | device_kernel                                      | 4481942216 | 4481947400 | 5184        | 7      | compute_kernel | (1,112,1)  | (256,1,1) | 81              | 218112           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::... |
| 626 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 4481942824 | 4481952520 | 9696        | 3488   | compute_kernel | (56,8,1)   | (512,1,1) | 128             | 184432           |                       |                |                |               | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 627 | finalizeKernel                                     | 4481950824 | 4481954984 | 4160        | 3488   | compute_kernel | (28,1,1)   | (256,1,1) | 32              | 0                |                       |                |                |               | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 628 | vectorized_elementwise_kernel                      | 4481954888 | 4481956520 | 1632        | 7      | compute_kernel | (7,1,1)    | (128,1,1) | 40              | 0                |                       |                |                |               | void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)                                                    |
| 629 | cross_device_reduce_1stage                         | 4481956392 | 4481965160 | 8768        | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 630 | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4481964616 | 4481967688 | 3072        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 631 | fused_a_gemm_kernel                                | 4481967176 | 4481974536 | 7360        | 7      | compute_kernel | (132,1,1)  | (256,1,1) | 48              | 197632           |                       |                |                |               | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 632 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481972584 | 4481976072 | 3488        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 119             | 12304            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o153615361_tensorptrbf16gmemalign16o15361_tensorptrbf16gmemalign128o153615361___True_4__0            |
| 633 | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4481974568 | 4481976264 | 1696        | 3488   | compute_kernel | (1,1,1)    | (128,1,1) | 32              | 4112             |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o5125121_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign128o5125121___True_4_512_0              |
| 634 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 4481976264 | 4481981768 | 5504        | 7      | compute_kernel | (96,1,1)   | (256,1,1) | 255             | 172552           |                       |                |                |               | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 635 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4481980008 | 4481983496 | 3488        | 7      | compute_kernel | (64,1,1)   | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
